number|name|form|mainType|subType|totalBaseStat|hpBaseStat|attackBaseStat|defenseBaseStat|specialAttackBaseStat|specialDefenseBaseStat|speedBaseStat|imageUrl
741|Oricorio|Sensu Style|Ghost|Flying|476|75|70|70|98|70|93|https://img.pokemondb.net/sprites/sun-moon/icon/oricorio-sensu.png
742|Cutiefly|\N|Bug|Fairy|304|40|45|40|55|40|84|https://img.pokemondb.net/sprites/sun-moon/icon/cutiefly.png
743|Ribombee|\N|Bug|Fairy|464|60|55|60|95|70|124|https://img.pokemondb.net/sprites/sun-moon/icon/ribombee.png
744|Rockruff|\N|Rock|\N|280|45|65|40|30|40|60|https://img.pokemondb.net/sprites/sun-moon/icon/rockruff.png
744|Rockruff|Own Tempo Rockruff|Rock|\N|280|45|65|40|30|40|60|https://img.pokemondb.net/sprites/sun-moon/icon/rockruff-own-tempo.png
745|Lycanroc|Midday Form|Rock|\N|487|75|115|65|55|65|112|https://img.pokemondb.net/sprites/sun-moon/icon/lycanroc-midday.png
745|Lycanroc|Midnight Form|Rock|\N|487|85|115|75|55|75|82|https://img.pokemondb.net/sprites/sun-moon/icon/lycanroc-midnight.png
745|Lycanroc|Dusk Form|Rock|\N|487|75|117|65|55|65|110|https://img.pokemondb.net/sprites/sun-moon/icon/lycanroc-dusk.png
746|Wishiwashi|Solo Form|Water|\N|175|45|20|20|25|25|40|https://img.pokemondb.net/sprites/sun-moon/icon/wishiwashi-solo.png
746|Wishiwashi|School Form|Water|\N|620|45|140|130|140|135|30|https://img.pokemondb.net/sprites/sun-moon/icon/wishiwashi-school.png
747|Mareanie|\N|Poison|Water|305|50|53|62|43|52|45|https://img.pokemondb.net/sprites/sun-moon/icon/mareanie.png
748|Toxapex|\N|Poison|Water|495|50|63|152|53|142|35|https://img.pokemondb.net/sprites/sun-moon/icon/toxapex.png
749|Mudbray|\N|Ground|\N|385|70|100|70|45|55|45|https://img.pokemondb.net/sprites/sun-moon/icon/mudbray.png
750|Mudsdale|\N|Ground|\N|500|100|125|100|55|85|35|https://img.pokemondb.net/sprites/sun-moon/icon/mudsdale.png
751|Dewpider|\N|Water|Bug|269|38|40|52|40|72|27|https://img.pokemondb.net/sprites/sun-moon/icon/dewpider.png
752|Araquanid|\N|Water|Bug|454|68|70|92|50|132|42|https://img.pokemondb.net/sprites/sun-moon/icon/araquanid.png
753|Fomantis|\N|Grass|\N|250|40|55|35|50|35|35|https://img.pokemondb.net/sprites/sun-moon/icon/fomantis.png
754|Lurantis|\N|Grass|\N|480|70|105|90|80|90|45|https://img.pokemondb.net/sprites/sun-moon/icon/lurantis.png
755|Morelull|\N|Grass|Fairy|285|40|35|55|65|75|15|https://img.pokemondb.net/sprites/sun-moon/icon/morelull.png
756|Shiinotic|\N|Grass|Fairy|405|60|45|80|90|100|30|https://img.pokemondb.net/sprites/sun-moon/icon/shiinotic.png
757|Salandit|\N|Poison|Fire|320|48|44|40|71|40|77|https://img.pokemondb.net/sprites/sun-moon/icon/salandit.png
758|Salazzle|\N|Poison|Fire|480|68|64|60|111|60|117|https://img.pokemondb.net/sprites/sun-moon/icon/salazzle.png
759|Stufful|\N|Normal|Fighting|340|70|75|50|45|50|50|https://img.pokemondb.net/sprites/sun-moon/icon/stufful.png
760|Bewear|\N|Normal|Fighting|500|120|125|80|55|60|60|https://img.pokemondb.net/sprites/sun-moon/icon/bewear.png
761|Bounsweet|\N|Grass|\N|210|42|30|38|30|38|32|https://img.pokemondb.net/sprites/sun-moon/icon/bounsweet.png
762|Steenee|\N|Grass|\N|290|52|40|48|40|48|62|https://img.pokemondb.net/sprites/sun-moon/icon/steenee.png
763|Tsareena|\N|Grass|\N|510|72|120|98|50|98|72|https://img.pokemondb.net/sprites/sun-moon/icon/tsareena.png
764|Comfey|\N|Fairy|\N|485|51|52|90|82|110|100|https://img.pokemondb.net/sprites/sun-moon/icon/comfey.png
765|Oranguru|\N|Normal|Psychic|490|90|60|80|90|110|60|https://img.pokemondb.net/sprites/sun-moon/icon/oranguru.png
766|Passimian|\N|Fighting|\N|490|100|120|90|40|60|80|https://img.pokemondb.net/sprites/sun-moon/icon/passimian.png
767|Wimpod|\N|Bug|Water|230|25|35|40|20|30|80|https://img.pokemondb.net/sprites/sun-moon/icon/wimpod.png
768|Golisopod|\N|Bug|Water|530|75|125|140|60|90|40|https://img.pokemondb.net/sprites/sun-moon/icon/golisopod.png
769|Sandygast|\N|Ghost|Ground|320|55|55|80|70|45|15|https://img.pokemondb.net/sprites/sun-moon/icon/sandygast.png
770|Palossand|\N|Ghost|Ground|480|85|75|110|100|75|35|https://img.pokemondb.net/sprites/sun-moon/icon/palossand.png
771|Pyukumuku|\N|Water|\N|410|55|60|130|30|130|5|https://img.pokemondb.net/sprites/sun-moon/icon/pyukumuku.png
772|Type: Null|\N|Normal|\N|534|95|95|95|95|95|59|https://img.pokemondb.net/sprites/sun-moon/icon/type-null.png
773|Silvally|\N|Normal|\N|570|95|95|95|95|95|95|https://img.pokemondb.net/sprites/sun-moon/icon/silvally.png
774|Minior|Meteor Form|Rock|Flying|440|60|60|100|60|100|60|https://img.pokemondb.net/sprites/sun-moon/icon/minior-meteor.png
774|Minior|Core Form|Rock|Flying|500|60|100|60|100|60|120|https://img.pokemondb.net/sprites/sun-moon/icon/minior-core.png
775|Komala|\N|Normal|\N|480|65|115|65|75|95|65|https://img.pokemondb.net/sprites/sun-moon/icon/komala.png
776|Turtonator|\N|Fire|Dragon|485|60|78|135|91|85|36|https://img.pokemondb.net/sprites/sun-moon/icon/turtonator.png
777|Togedemaru|\N|Electric|Steel|435|65|98|63|40|73|96|https://img.pokemondb.net/sprites/sun-moon/icon/togedemaru.png
778|Mimikyu|\N|Ghost|Fairy|476|55|90|80|50|105|96|https://img.pokemondb.net/sprites/sun-moon/icon/mimikyu.png
779|Bruxish|\N|Water|Psychic|475|68|105|70|70|70|92|https://img.pokemondb.net/sprites/sun-moon/icon/bruxish.png
780|Drampa|\N|Normal|Dragon|485|78|60|85|135|91|36|https://img.pokemondb.net/sprites/sun-moon/icon/drampa.png
781|Dhelmise|\N|Ghost|Grass|517|70|131|100|86|90|40|https://img.pokemondb.net/sprites/sun-moon/icon/dhelmise.png
782|Jangmo-o|\N|Dragon|\N|300|45|55|65|45|45|45|https://img.pokemondb.net/sprites/sun-moon/icon/jangmo-o.png
783|Hakamo-o|\N|Dragon|Fighting|420|55|75|90|65|70|65|https://img.pokemondb.net/sprites/sun-moon/icon/hakamo-o.png
784|Kommo-o|\N|Dragon|Fighting|600|75|110|125|100|105|85|https://img.pokemondb.net/sprites/sun-moon/icon/kommo-o.png
785|Tapu Koko|\N|Electric|Fairy|570|70|115|85|95|75|130|https://img.pokemondb.net/sprites/sun-moon/icon/tapu-koko.png
786|Tapu Lele|\N|Psychic|Fairy|570|70|85|75|130|115|95|https://img.pokemondb.net/sprites/sun-moon/icon/tapu-lele.png
787|Tapu Bulu|\N|Grass|Fairy|570|70|130|115|85|95|75|https://img.pokemondb.net/sprites/sun-moon/icon/tapu-bulu.png
788|Tapu Fini|\N|Water|Fairy|570|70|75|115|95|130|85|https://img.pokemondb.net/sprites/sun-moon/icon/tapu-fini.png
789|Cosmog|\N|Psychic|\N|200|43|29|31|29|31|37|https://img.pokemondb.net/sprites/sun-moon/icon/cosmog.png
790|Cosmoem|\N|Psychic|\N|400|43|29|131|29|131|37|https://img.pokemondb.net/sprites/sun-moon/icon/cosmoem.png
791|Solgaleo|\N|Psychic|Steel|680|137|137|107|113|89|97|https://img.pokemondb.net/sprites/sun-moon/icon/solgaleo.png
792|Lunala|\N|Psychic|Ghost|680|137|113|89|137|107|97|https://img.pokemondb.net/sprites/sun-moon/icon/lunala.png
793|Nihilego|\N|Rock|Poison|570|109|53|47|127|131|103|https://img.pokemondb.net/sprites/sun-moon/icon/nihilego.png
794|Buzzwole|\N|Bug|Fighting|570|107|139|139|53|53|79|https://img.pokemondb.net/sprites/sun-moon/icon/buzzwole.png
795|Pheromosa|\N|Bug|Fighting|570|71|137|37|137|37|151|https://img.pokemondb.net/sprites/sun-moon/icon/pheromosa.png
796|Xurkitree|\N|Electric|\N|570|83|89|71|173|71|83|https://img.pokemondb.net/sprites/sun-moon/icon/xurkitree.png
797|Celesteela|\N|Steel|Flying|570|97|101|103|107|101|61|https://img.pokemondb.net/sprites/sun-moon/icon/celesteela.png
798|Kartana|\N|Grass|Steel|570|59|181|131|59|31|109|https://img.pokemondb.net/sprites/sun-moon/icon/kartana.png
799|Guzzlord|\N|Dark|Dragon|570|223|101|53|97|53|43|https://img.pokemondb.net/sprites/sun-moon/icon/guzzlord.png
800|Necrozma|\N|Psychic|\N|600|97|107|101|127|89|79|https://img.pokemondb.net/sprites/sun-moon/icon/necrozma.png
800|Necrozma|Dusk Mane Necrozma|Psychic|Steel|680|97|157|127|113|109|77|https://img.pokemondb.net/sprites/sun-moon/icon/necrozma-dusk-mane.png
800|Necrozma|Dawn Wings Necrozma|Psychic|Ghost|680|97|113|109|157|127|77|https://img.pokemondb.net/sprites/sun-moon/icon/necrozma-dawn-wings.png
800|Necrozma|Ultra Necrozma|Psychic|Dragon|754|97|167|97|167|97|129|https://img.pokemondb.net/sprites/sun-moon/icon/necrozma-ultra.png
801|Magearna|\N|Steel|Fairy|600|80|95|115|130|115|65|https://img.pokemondb.net/sprites/sun-moon/icon/magearna.png
802|Marshadow|\N|Fighting|Ghost|600|90|125|80|90|90|125|https://img.pokemondb.net/sprites/sun-moon/icon/marshadow.png
803|Poipole|\N|Poison|\N|420|67|73|67|73|67|73|https://img.pokemondb.net/sprites/sun-moon/icon/poipole.png
804|Naganadel|\N|Poison|Dragon|540|73|73|73|127|73|121|https://img.pokemondb.net/sprites/sun-moon/icon/naganadel.png
805|Stakataka|\N|Rock|Steel|570|61|131|211|53|101|13|https://img.pokemondb.net/sprites/sun-moon/icon/stakataka.png
806|Blacephalon|\N|Fire|Ghost|570|53|127|53|151|79|107|https://img.pokemondb.net/sprites/sun-moon/icon/blacephalon.png
807|Zeraora|\N|Electric|\N|600|88|112|75|102|80|143|https://img.pokemondb.net/sprites/sun-moon/icon/zeraora.png
808|Meltan|\N|Steel|\N|300|46|65|65|55|35|34|https://img.pokemondb.net/sprites/sun-moon/icon/meltan.png
809|Melmetal|\N|Steel|\N|600|135|143|143|80|65|34|https://img.pokemondb.net/sprites/sun-moon/icon/melmetal.png
